# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1763       4.929126019612e-11       1.048602641441e-12      -1.510036515134e-12       7.372346513269e-15       5.391447761681e-16       2.894656383287e-17      -1.016213011494e-18 
 1764       4.915732056829e-11       1.048780080103e-12      -1.480258074377e-12       7.364910294855e-15       5.378457140186e-16       2.938507817727e-17      -1.301699335679e-18 
 1765       4.902182124920e-11       1.049143142416e-12      -1.450839858716e-12       7.357436217647e-15       5.365503700097e-16       2.982775115556e-17      -1.585509125681e-18 
 1766       4.888479979127e-11       1.049689189969e-12      -1.421790183815e-12       7.349924641470e-15       5.352587329161e-16       3.027453152946e-17      -1.867618615922e-18 
 1767       4.874629393212e-11       1.050415570245e-12      -1.393117398313e-12       7.342375927990e-15       5.339707913891e-16       3.072536778785e-17      -2.148003957500e-18 
 1768       4.860634159483e-11       1.051319616599e-12      -1.364829883861e-12       7.334790440727e-15       5.326865339569e-16       3.118020814636e-17      -2.426641218087e-18 
 1769       4.846498088816e-11       1.052398648241e-12      -1.336936055171e-12       7.327168545049e-15       5.314059490241e-16       3.163900054696e-17      -2.703506381818e-18 
 1770       4.832225010687e-11       1.053649970208e-12      -1.309444360058e-12       7.319510608179e-15       5.301290248713e-16       3.210169265758e-17      -2.978575349192e-18 
 1771       4.817818773197e-11       1.055070873351e-12      -1.282363279488e-12       7.311816999197e-15       5.288557496554e-16       3.256823187170e-17      -3.251823936963e-18 
 1772       4.803283243099e-11       1.056658634309e-12      -1.255701327615e-12       7.304088089043e-15       5.275861114088e-16       3.303856530792e-17      -3.523227878037e-18 
 1773       4.788622305826e-11       1.058410515488e-12      -1.229467051833e-12       7.296324250518e-15       5.263200980394e-16       3.351263980960e-17      -3.792762821362e-18 
 1774       4.773839865514e-11       1.060323765044e-12      -1.203669032817e-12       7.288525858289e-15       5.250576973309e-16       3.399040194440e-17      -4.060404331829e-18 
 1775       4.758939845033e-11       1.062395616858e-12      -1.178315884565e-12       7.280693288887e-15       5.237988969415e-16       3.447179800394e-17      -4.326127890164e-18 
 1776       4.743926186014e-11       1.064623290517e-12      -1.153416254448e-12       7.272826920718e-15       5.225436844048e-16       3.495677400334e-17      -4.589908892822e-18 
 1777       4.728802848870e-11       1.067003991290e-12      -1.128978823249e-12       7.264927134057e-15       5.212920471288e-16       3.544527568088e-17      -4.851722651883e-18 
 1778       4.713573812830e-11       1.069534910113e-12      -1.105012305210e-12       7.256994311055e-15       5.200439723961e-16       3.593724849750e-17      -5.111544394945e-18 
 1779       4.698243075962e-11       1.072213223562e-12      -1.081525448075e-12       7.249028835742e-15       5.187994473635e-16       3.643263763652e-17      -5.369349265021e-18 
 1780       4.682814655202e-11       1.075036093836e-12      -1.058527033134e-12       7.241031094028e-15       5.175584590620e-16       3.693138800311e-17      -5.625112320433e-18 
 1781       4.667292586376e-11       1.078000668733e-12      -1.036025875272e-12       7.233001473705e-15       5.163209943960e-16       3.743344422399e-17      -5.878808534707e-18 
 1782       4.651680924234e-11       1.081104081632e-12      -1.014030823005e-12       7.224940364453e-15       5.150870401441e-16       3.793875064697e-17      -6.130412796464e-18 
 1783       4.635983742471e-11       1.084343451470e-12      -9.925507585315e-13       7.216848157840e-15       5.138565829578e-16       3.844725134057e-17      -6.379899909323e-18 
 1784       4.620205133756e-11       1.087715882721e-12      -9.715945977736e-13       7.208725247324e-15       5.126296093621e-16       3.895889009357e-17      -6.627244591788e-18 
 1785       4.604349209760e-11       1.091218465377e-12      -9.511712904216e-13       7.200572028257e-15       5.114061057546e-16       3.947361041470e-17      -6.872421477144e-18 
 1786       4.588420101181e-11       1.094848274924e-12      -9.312898199786e-13       7.192388897890e-15       5.101860584061e-16       3.999135553213e-17      -7.115405113358e-18 
 1787       4.572421957770e-11       1.098602372325e-12      -9.119592038047e-13       7.184176255369e-15       5.089694534596e-16       4.051206839314e-17      -7.356169962964e-18 
 1788       4.556358948362e-11       1.102477803993e-12      -8.931884931615e-13       7.175934501746e-15       5.077562769304e-16       4.103569166370e-17      -7.594690402966e-18 
 1789       4.540235260897e-11       1.106471601777e-12      -8.749867732561e-13       7.167664039974e-15       5.065465147062e-16       4.156216772803e-17      -7.830940724729e-18 
 1790       4.524055102453e-11       1.110580782937e-12      -8.573631632856e-13       7.159365274916e-15       5.053401525462e-16       4.209143868826e-17      -8.064895133875e-18 
 1791       4.507822699268e-11       1.114802350122e-12      -8.403268164813e-13       7.151038613341e-15       5.041371760815e-16       4.262344636397e-17      -8.296527750174e-18 
 1792       4.491542206699e-11       1.119133229657e-12      -8.238851382902e-13       7.142684508403e-15       5.029375718360e-16       4.315812779074e-17      -8.525814350048e-18 
 1793       4.475217438232e-11       1.123570085872e-12      -8.080384249210e-13       7.134303593437e-15       5.017413302997e-16       4.369540167632e-17      -8.752737609825e-18 
 1794       4.458852134313e-11       1.128109505215e-12      -7.927851811056e-13       7.125896549259e-15       5.005484428803e-16       4.423518183307e-17      -8.977281905088e-18 
 1795       4.442450052238e-11       1.132748057784e-12      -7.781238979656e-13       7.117464059797e-15       4.993589008836e-16       4.477738166840e-17      -9.199431571915e-18 
 1796       4.426014966182e-11       1.137482297305e-12      -7.640530529904e-13       7.109006812099e-15       4.981726955133e-16       4.532191418419e-17      -9.419170906846e-18 
 1797       4.409550667213e-11       1.142308761107e-12      -7.505711100144e-13       7.100525496332e-15       4.969898178712e-16       4.586869197627e-17      -9.636484166836e-18 
 1798       4.393060963328e-11       1.147223970102e-12      -7.376765191955e-13       7.092020805794e-15       4.958102589566e-16       4.641762723378e-17      -9.851355569220e-18 
 1799       4.376549679463e-11       1.152224428759e-12      -7.253677169920e-13       7.083493436911e-15       4.946340096665e-16       4.696863173864e-17      -1.006376929167e-17 
 1800       4.360020657528e-11       1.157306625082e-12      -7.136431261411e-13       7.074944089245e-15       4.934610607949e-16       4.752161686498e-17      -1.027370947215e-17 
 1801       4.343477756423e-11       1.162467030586e-12      -7.025011556362e-13       7.066373465498e-15       4.922914030332e-16       4.807649357855e-17      -1.048116020889e-17 
 1802       4.326924852065e-11       1.167702100275e-12      -6.919402007048e-13       7.057782271515e-15       4.911250269698e-16       4.863317243615e-17      -1.068610556033e-17 
 1803       4.310365837412e-11       1.173008272615e-12      -6.819586427864e-13       7.049171216292e-15       4.899619230896e-16       4.919156358508e-17      -1.088852954509e-17 
 1804       4.293804622481e-11       1.178381969517e-12      -6.725548495100e-13       7.040541011973e-15       4.888020817743e-16       4.975157676254e-17      -1.108841614193e-17 
 1805       4.277245134379e-11       1.183819596308e-12      -6.637271746718e-13       7.031892373864e-15       4.876454933022e-16       5.031312129508e-17      -1.128574928970e-17 
 1806       4.260691317322e-11       1.189317541710e-12      -6.554739582133e-13       7.023226020427e-15       4.864921478475e-16       5.087610609800e-17      -1.148051288731e-17 
 1807       4.244147132658e-11       1.194872177818e-12      -6.477935261990e-13       7.014542673294e-15       4.853420354806e-16       5.144043967482e-17      -1.167269079368e-17 
 1808       4.227616558895e-11       1.200479860075e-12      -6.406841907936e-13       7.005843057263e-15       4.841951461680e-16       5.200603011669e-17      -1.186226682772e-17 
 1809       4.211103591719e-11       1.206136927247e-12      -6.341442502406e-13       6.997127900310e-15       4.830514697717e-16       5.257278510178e-17      -1.204922476826e-17 
 1810       4.194612244019e-11       1.211839701405e-12      -6.281719888394e-13       6.988397933586e-15       4.819109960492e-16       5.314061189478e-17      -1.223354835404e-17 
 1811       4.178146545913e-11       1.217584487895e-12      -6.227656769234e-13       6.979653891426e-15       4.807737146535e-16       5.370941734628e-17      -1.241522128365e-17 
 1812       4.161710544770e-11       1.223367575322e-12      -6.179235708375e-13       6.970896511352e-15       4.796396151328e-16       5.427910789219e-17      -1.259422721548e-17 
 1813       4.145308305232e-11       1.229185235520e-12      -6.136439129162e-13       6.962126534078e-15       4.785086869301e-16       5.484958955322e-17      -1.277054976772e-17 
 1814       4.128943909239e-11       1.235033723534e-12      -6.099249314608e-13       6.953344703513e-15       4.773809193836e-16       5.542076793424e-17      -1.294417251828e-17 
 1815       4.112621456053e-11       1.240909277591e-12      -6.067648407180e-13       6.944551766765e-15       4.762563017257e-16       5.599254822378e-17      -1.311507900478e-17 
 1816       4.096345062278e-11       1.246808119084e-12      -6.041618408566e-13       6.935748474149e-15       4.751348230835e-16       5.656483519341e-17      -1.328325272448e-17 
 1817       4.080118861890e-11       1.252726452542e-12      -6.021141179463e-13       6.926935579185e-15       4.740164724786e-16       5.713753319716e-17      -1.344867713425e-17 
 1818       4.063947006254e-11       1.258660465611e-12      -6.006198439346e-13       6.918113838609e-15       4.729012388263e-16       5.771054617100e-17      -1.361133565055e-17 
 1819       4.047833664150e-11       1.264606329028e-12      -5.996771766252e-13       6.909284012372e-15       4.717891109361e-16       5.828377763222e-17      -1.377121164936e-17 
 1820       4.031783021798e-11       1.270560196602e-12      -5.992842596552e-13       6.900446863648e-15       4.706800775111e-16       5.885713067888e-17      -1.392828846618e-17 
 1821       4.015799282878e-11       1.276518205184e-12      -5.994392224734e-13       6.891603158836e-15       4.695741271483e-16       5.943050798924e-17      -1.408254939593e-17 
 1822       3.999886668557e-11       1.282476474648e-12      -6.001401803175e-13       6.882753667566e-15       4.684712483376e-16       6.000381182117e-17      -1.423397769296e-17 
 1823       3.984049417509e-11       1.288431107870e-12      -6.013852341924e-13       6.873899162701e-15       4.673714294627e-16       6.057694401161e-17      -1.438255657100e-17 
 1824       3.968291785944e-11       1.294378190699e-12      -6.031724708475e-13       6.865040420343e-15       4.662746587998e-16       6.114980597596e-17      -1.452826920311e-17 
 1825       3.952618047624e-11       1.300313791938e-12      -6.054999627547e-13       6.856178219839e-15       4.651809245183e-16       6.172229870754e-17      -1.467109872163e-17 
 1826       3.937032493892e-11       1.306233963318e-12      -6.083657680861e-13       6.847313343781e-15       4.640902146803e-16       6.229432277700e-17      -1.481102821817e-17 
 1827       3.921539433693e-11       1.312134739477e-12      -6.117679306918e-13       6.838446578015e-15       4.630025172402e-16       6.286577833175e-17      -1.494804074354e-17 
 1828       3.906143193600e-11       1.318012137936e-12      -6.157044800776e-13       6.829578711639e-15       4.619178200449e-16       6.343656509541e-17      -1.508211930774e-17 
 1829       3.890848117833e-11       1.323862159075e-12      -6.201734313825e-13       6.820710537016e-15       4.608361108335e-16       6.400658236721e-17      -1.521324687989e-17 
 1830       3.875658568288e-11       1.329680786109e-12      -6.251727853572e-13       6.811842849771e-15       4.597573772369e-16       6.457572902142e-17      -1.534140638820e-17 
 1831       3.860578478591e-11       1.335464278074e-12      -6.306994815455e-13       6.802976412897e-15       4.586816076448e-16       6.514394873937e-17      -1.546658485885e-17 
 1832       3.845610012334e-11       1.341210051379e-12      -6.367462487291e-13       6.794111848744e-15       4.576087938143e-16       6.571136610182e-17      -1.558878586888e-17 
 1833       3.830754894163e-11       1.346915805253e-12      -6.433047292670e-13       6.785249746175e-15       4.565389282815e-16       6.627815158315e-17      -1.570801719274e-17 
 1834       3.816014854780e-11       1.352579229361e-12      -6.503665235457e-13       6.776390696391e-15       4.554720034965e-16       6.684447641852e-17      -1.582428667251e-17 
 1835       3.801391630946e-11       1.358198003796e-12      -6.579231899202e-13       6.767535292937e-15       4.544080118237e-16       6.741051260496e-17      -1.593760221804e-17 
 1836       3.786886965492e-11       1.363769799064e-12      -6.659662446538e-13       6.758684131701e-15       4.533469455406e-16       6.797643290239e-17      -1.604797180702e-17 
 1837       3.772502607323e-11       1.369292276073e-12      -6.744871618586e-13       6.749837810919e-15       4.522887968390e-16       6.854241083469e-17      -1.615540348511e-17 
 1838       3.758240311431e-11       1.374763086115e-12      -6.834773734359e-13       6.740996931180e-15       4.512335578235e-16       6.910862069073e-17      -1.625990536606e-17 
 1839       3.744101838896e-11       1.380179870860e-12      -6.929282690163e-13       6.732162095425e-15       4.501812205125e-16       6.967523752541e-17      -1.636148563178e-17 
 1840       3.730088956900e-11       1.385540262341e-12      -7.028311959001e-13       6.723333908953e-15       4.491317768374e-16       7.024243716073e-17      -1.646015253247e-17 
 1841       3.716203438729e-11       1.390841882936e-12      -7.131774589977e-13       6.714512979422e-15       4.480852186424e-16       7.081039618683e-17      -1.655591438674e-17 
 1842       3.702447063782e-11       1.396082345364e-12      -7.239583207697e-13       6.705699916855e-15       4.470415376848e-16       7.137929196301e-17      -1.664877958169e-17 
 1843       3.688821617582e-11       1.401259252665e-12      -7.351650011674e-13       6.696895333639e-15       4.460007256346e-16       7.194930261881e-17      -1.673875657306e-17 
 1844       3.675328891779e-11       1.406370198191e-12      -7.467886775731e-13       6.688099844531e-15       4.449627740743e-16       7.252060705503e-17      -1.682585388527e-17 
 1845       3.661970684160e-11       1.411412765592e-12      -7.588204847401e-13       6.679314066662e-15       4.439276744987e-16       7.309338494481e-17      -1.691008011160e-17 
 1846       3.648748798654e-11       1.416384528804e-12      -7.712515147335e-13       6.670538619534e-15       4.428954183152e-16       7.366781673464e-17      -1.699144391427e-17 
 1847       3.635665045345e-11       1.421283052034e-12      -7.840728168700e-13       6.661774125032e-15       4.418659968431e-16       7.424408364543e-17      -1.706995402451e-17 
 1848       3.622721240473e-11       1.426105889749e-12      -7.972753976588e-13       6.653021207419e-15       4.408394013136e-16       7.482236767354e-17      -1.714561924273e-17 
 1849       3.609919206445e-11       1.430850586665e-12      -8.108502207412e-13       6.644280493343e-15       4.398156228700e-16       7.540285159184e-17      -1.721844843860e-17 
 1850       3.597260771842e-11       1.435514677729e-12      -8.247882068315e-13       6.635552611840e-15       4.387946525670e-16       7.598571895076e-17      -1.728845055115e-17 
 1851       3.584747771425e-11       1.440095688112e-12      -8.390802336569e-13       6.626838194336e-15       4.377764813711e-16       7.657115407932e-17      -1.735563458890e-17 
 1852       3.572382046148e-11       1.444591133193e-12      -8.537171358981e-13       6.618137874649e-15       4.367611001599e-16       7.715934208617e-17      -1.742000962992e-17 
 1853       3.560165443157e-11       1.448998518544e-12      -8.686897051295e-13       6.609452288996e-15       4.357484997225e-16       7.775046886070e-17      -1.748158482201e-17 
 1854       3.548099815803e-11       1.453315339925e-12      -8.839886897594e-13       6.600782075992e-15       4.347386707590e-16       7.834472107397e-17      -1.754036938275e-17 
 1855       3.536187023651e-11       1.457539083261e-12      -8.996047949705e-13       6.592127876654e-15       4.337316038805e-16       7.894228617988e-17      -1.759637259964e-17 
 1856       3.524428932482e-11       1.461667224637e-12      -9.155286826599e-13       6.583490334404e-15       4.327272896088e-16       7.954335241614e-17      -1.764960383018e-17 
 1857       3.512827414304e-11       1.465697230283e-12      -9.317509713799e-13       6.574870095075e-15       4.317257183764e-16       8.014810880533e-17      -1.770007250200e-17 
 1858       3.501384347361e-11       1.469626556559e-12      -9.482622362778e-13       6.566267806909e-15       4.307268805264e-16       8.075674515596e-17      -1.774778811297e-17 
 1859       3.490101616136e-11       1.473452649945e-12      -9.650530090365e-13       6.557684120563e-15       4.297307663121e-16       8.136945206352e-17      -1.779276023129e-17 
 1860       3.478981111362e-11       1.477172947028e-12      -9.821137778147e-13       6.549119689112e-15       4.287373658971e-16       8.198642091150e-17      -1.783499849560e-17 
 1861       3.468024730029e-11       1.480784874486e-12      -9.994349871872e-13       6.540575168053e-15       4.277466693552e-16       8.260784387246e-17      -1.787451261513e-17 
 1862       3.457234375391e-11       1.484285849079e-12      -1.017007038085e-12       6.532051215303e-15       4.267586666698e-16       8.323391390907e-17      -1.791131236972e-17 
 1863       3.446611956973e-11       1.487673277635e-12      -1.034820287737e-12       6.523548491209e-15       4.257733477344e-16       8.386482477517e-17      -1.794540761002e-17 
 1864       3.436159390579e-11       1.490944557036e-12      -1.052865049608e-12       6.515067658547e-15       4.247907023519e-16       8.450077101677e-17      -1.797680825755e-17 
 1865       3.425878598300e-11       1.494097074207e-12      -1.071131593339e-12       6.506609382523e-15       4.238107202348e-16       8.514194797316e-17      -1.800552430482e-17 
 1866       3.415771508521e-11       1.497128206102e-12      -1.089610144692e-12       6.498174330782e-15       4.228333910049e-16       8.578855177791e-17      -1.803156581542e-17 
 1867       3.405840055928e-11       1.500035319691e-12      -1.108290885485e-12       6.489763173407e-15       4.218587041933e-16       8.644077935993e-17      -1.805494292415e-17 
 1868       3.396086181518e-11       1.502815771949e-12      -1.127163953533e-12       6.481376582922e-15       4.208866492399e-16       8.709882844454e-17      -1.807566583713e-17 
 1869       3.386511832603e-11       1.505466909841e-12      -1.146219442591e-12       6.473015234295e-15       4.199172154936e-16       8.776289755447e-17      -1.809374483190e-17 
 1870       3.377118485766e-11       1.507986493501e-12      -1.165447527091e-12       6.464679724206e-15       4.189503929490e-16       8.843305004655e-17      -1.810919082297e-17 
 1871       3.367905711629e-11       1.510373969413e-12      -1.184838837534e-12       6.456370328140e-15       4.179861744630e-16       8.910880505630e-17      -1.812201706326e-17 
 1872       3.358872598865e-11       1.512629207170e-12      -1.204384087920e-12       6.448087241398e-15       4.170245535553e-16       8.978954335414e-17      -1.813223745622e-17 
 1873       3.350018230229e-11       1.514752077186e-12      -1.224073951154e-12       6.439830659661e-15       4.160655236726e-16       9.047464301563e-17      -1.813986599166e-17 
 1874       3.341341682544e-11       1.516742450701e-12      -1.243899058996e-12       6.431600778991e-15       4.151090781890e-16       9.116347941777e-17      -1.814491674595e-17 
 1875       3.332842026693e-11       1.518600199779e-12      -1.263850002006e-12       6.423397795831e-15       4.141552104054e-16       9.185542523544e-17      -1.814740388208e-17 
 1876       3.324518327613e-11       1.520325197313e-12      -1.283917329484e-12       6.415221907005e-15       4.132039135497e-16       9.254985043777e-17      -1.814734164982e-17 
 1877       3.316369644283e-11       1.521917317026e-12      -1.304091549421e-12       6.407073309720e-15       4.122551807767e-16       9.324612228452e-17      -1.814474438585e-17 
 1878       3.308395029717e-11       1.523376433473e-12      -1.324363128437e-12       6.398952201564e-15       4.113090051675e-16       9.394360532246e-17      -1.813962651386e-17 
 1879       3.300593530953e-11       1.524702422040e-12      -1.344722491730e-12       6.390858780506e-15       4.103653797300e-16       9.464166138176e-17      -1.813200254472e-17 
 1880       3.292964189048e-11       1.525895158948e-12      -1.365160023019e-12       6.382793244899e-15       4.094242973984e-16       9.533964957235e-17      -1.812188707657e-17 
 1881       3.285506039065e-11       1.526954521257e-12      -1.385666064488e-12       6.374755793478e-15       4.084857510333e-16       9.603692628037e-17      -1.810929479496e-17 
 1882       3.278218110067e-11       1.527880386861e-12      -1.406230916733e-12       6.366746625360e-15       4.075497334212e-16       9.673284516445e-17      -1.809424047297e-17 
 1883       3.271099425106e-11       1.528672634499e-12      -1.426844838704e-12       6.358765940048e-15       4.066162372749e-16       9.742675715219e-17      -1.807673897136e-17 
 1884       3.264149001216e-11       1.529331143746e-12      -1.447498047652e-12       6.350813937424e-15       4.056852552330e-16       9.811801043649e-17      -1.805680523868e-17 
 1885       3.257365849404e-11       1.529855795025e-12      -1.468180719069e-12       6.342890817759e-15       4.047567798598e-16       9.880595047193e-17      -1.803445431140e-17 
 1886       3.250748974639e-11       1.530246469600e-12      -1.488882986639e-12       6.334996781702e-15       4.038308036454e-16       9.948991997121e-17      -1.800970131403e-17 
 1887       3.244297375846e-11       1.530503049586e-12      -1.509594942177e-12       6.327132030291e-15       4.029073190055e-16       1.001692589014e-16      -1.798256145925e-17 
 1888       3.238010045895e-11       1.530625417944e-12      -1.530306635578e-12       6.319296764947e-15       4.019863182811e-16       1.008433044806e-16      -1.795305004806e-17 
 1889       3.231885971594e-11       1.530613458484e-12      -1.551008074758e-12       6.311491187474e-15       4.010677937386e-16       1.015113911740e-16      -1.792118246988e-17 
 1890       3.225924133678e-11       1.530467055870e-12      -1.571689225601e-12       6.303715500062e-15       4.001517375694e-16       1.021728506903e-16      -1.788697420268e-17 
 1891       3.220123506802e-11       1.530186095619e-12      -1.592340011902e-12       6.295969905288e-15       3.992381418902e-16       1.028270119784e-16      -1.785044081311e-17 
 1892       3.214483059532e-11       1.529770464103e-12      -1.612950315313e-12       6.288254606112e-15       3.983269987424e-16       1.034732012235e-16      -1.781159795666e-17 
 1893       3.209001754335e-11       1.529220048552e-12      -1.633509975285e-12       6.280569805880e-15       3.974183000926e-16       1.041107418435e-16      -1.777046137772e-17 
 1894       3.203678547571e-11       1.528534737053e-12      -1.654008789017e-12       6.272915708325e-15       3.965120378316e-16       1.047389544857e-16      -1.772704690976e-17 
 1895       3.198512389483e-11       1.527714418555e-12      -1.674436511397e-12       6.265292517567e-15       3.956082037752e-16       1.053571570224e-16      -1.768137047547e-17 
 1896       3.193502224190e-11       1.526758982868e-12      -1.694782854947e-12       6.257700438109e-15       3.947067896633e-16       1.059646645485e-16      -1.763344808681e-17 
 1897       3.188646989677e-11       1.525668320666e-12      -1.715037489768e-12       6.250139674844e-15       3.938077871605e-16       1.065607893765e-16      -1.758329584522e-17 
 1898       3.183945617787e-11       1.524442323491e-12      -1.735190043487e-12       6.242610433051e-15       3.929111878553e-16       1.071448410342e-16      -1.753092994172e-17 
 1899       3.179397034211e-11       1.523080883749e-12      -1.755230101197e-12       6.235112918396e-15       3.920169832604e-16       1.077161262600e-16      -1.747636665700e-17 
 1900       3.175000158479e-11       1.521583894716e-12      -1.775147205405e-12       6.227647336933e-15       3.911251648125e-16       1.082739490000e-16      -1.741962236161e-17 
 1901       3.170753903952e-11       1.519951250540e-12      -1.794930855976e-12       6.220213895104e-15       3.902357238721e-16       1.088176104040e-16      -1.736071351605e-17 
 1902       3.166657177816e-11       1.518182846240e-12      -1.814570510075e-12       6.212812799736e-15       3.893486517234e-16       1.093464088220e-16      -1.729965667090e-17 
 1903       3.162708881065e-11       1.516278577711e-12      -1.834055582116e-12       6.205444258050e-15       3.884639395744e-16       1.098596398008e-16      -1.723646846693e-17 
 1904       3.158907908501e-11       1.514238341721e-12      -1.853375443704e-12       6.198108477649e-15       3.875815785562e-16       1.103565960799e-16      -1.717116563529e-17 
 1905       3.155253148721e-11       1.512062035918e-12      -1.872519423579e-12       6.190805666531e-15       3.867015597236e-16       1.108365675884e-16      -1.710376499757e-17 
 1906       3.151743484107e-11       1.509749558828e-12      -1.891476807562e-12       6.183536033078e-15       3.858238740544e-16       1.112988414410e-16      -1.703428346596e-17 
 1907       3.148377790820e-11       1.507300809860e-12      -1.910236838498e-12       6.176299786063e-15       3.849485124498e-16       1.117427019344e-16      -1.696273804336e-17 
 1908       3.145154938791e-11       1.504715689303e-12      -1.928788716204e-12       6.169097134651e-15       3.840754657337e-16       1.121674305442e-16      -1.688914582352e-17 
 1909       3.142073557956e-11       1.501994398161e-12      -1.947122602962e-12       6.161928215819e-15       3.832047252797e-16       1.125724886731e-16      -1.681353332641e-17 
 1910       3.139131335037e-11       1.499138340148e-12      -1.965232648550e-12       6.154792876029e-15       3.823362848965e-16       1.129580674377e-16      -1.673596458214e-17 
 1911       3.136325711355e-11       1.496149226611e-12      -1.983113988296e-12       6.147690887886e-15       3.814701389568e-16       1.133245420897e-16      -1.665651326261e-17 
 1912       3.133654116076e-11       1.493028777337e-12      -2.000761739602e-12       6.140622022557e-15       3.806062817713e-16       1.136722896483e-16      -1.657525336620e-17 
 1913       3.131113966195e-11       1.489778720568e-12      -2.018171001930e-12       6.133586049768e-15       3.797447075891e-16       1.140016889030e-16      -1.649225921827e-17 
 1914       3.128702666519e-11       1.486400793013e-12      -2.035336856772e-12       6.126582737805e-15       3.788854105973e-16       1.143131204153e-16      -1.640760547152e-17 
 1915       3.126417609650e-11       1.482896739855e-12      -2.052254367633e-12       6.119611853510e-15       3.780283849210e-16       1.146069665218e-16      -1.632136710650e-17 
 1916       3.124256175970e-11       1.479268314769e-12      -2.068918580005e-12       6.112673162277e-15       3.771736246232e-16       1.148836113362e-16      -1.623361943201e-17 
 1917       3.122215733624e-11       1.475517279928e-12      -2.085324521349e-12       6.105766428053e-15       3.763211237048e-16       1.151434407519e-16      -1.614443808550e-17 
 1918       3.120293638501e-11       1.471645406017e-12      -2.101467201068e-12       6.098891413335e-15       3.754708761041e-16       1.153868424440e-16      -1.605389903357e-17 
 1919       3.118487234221e-11       1.467654472245e-12      -2.117341610487e-12       6.092047879167e-15       3.746228756973e-16       1.156142058722e-16      -1.596207857238e-17 
 1920       3.116793852118e-11       1.463546266356e-12      -2.132942722831e-12       6.085235585138e-15       3.737771162979e-16       1.158259222832e-16      -1.586905332804e-17 
 1921       3.115210811220e-11       1.459322584640e-12      -2.148265493201e-12       6.078454289381e-15       3.729335916567e-16       1.160223847124e-16      -1.577490025713e-17 
 1922       3.113735418237e-11       1.454985231945e-12      -2.163304858555e-12       6.071703748569e-15       3.720922954622e-16       1.162039879871e-16      -1.567969664706e-17 
 1923       3.112364967540e-11       1.450536021691e-12      -2.178055737681e-12       6.064983717915e-15       3.712532213395e-16       1.163711287286e-16      -1.558352011652e-17 
 1924       3.111096741149e-11       1.445976775876e-12      -2.192513031179e-12       6.058293951169e-15       3.704163628512e-16       1.165242053545e-16      -1.548644861596e-17 
 1925       3.109928008713e-11       1.441309325092e-12      -2.206671621436e-12       6.051634200614e-15       3.695817134967e-16       1.166636180810e-16      -1.538856042798e-17 
 1926       3.108856027495e-11       1.436535508538e-12      -2.220526372604e-12       6.045004217068e-15       3.687492667124e-16       1.167897689259e-16      -1.528993416775e-17 
 1927       3.107878042355e-11       1.431657174025e-12      -2.234072130579e-12       6.038403749877e-15       3.679190158714e-16       1.169030617101e-16      -1.519064878350e-17 
 1928       3.106991285735e-11       1.426676177994e-12      -2.247303722979e-12       6.031832546917e-15       3.670909542834e-16       1.170039020608e-16      -1.509078355692e-17 
 1929       3.106192977639e-11       1.421594385526e-12      -2.260215959117e-12       6.025290354590e-15       3.662650751947e-16       1.170926974134e-16      -1.499041810358e-17 
 1930       3.105480325619e-11       1.416413670350e-12      -2.272803629986e-12       6.018776917821e-15       3.654413717883e-16       1.171698570142e-16      -1.488963237342e-17 
 1931       3.104850524759e-11       1.411135914860e-12      -2.285061508231e-12       6.012291980058e-15       3.646198371832e-16       1.172357919225e-16      -1.478850665110e-17 
 1932       3.104300757657e-11       1.405763010123e-12      -2.296984348129e-12       6.005835283267e-15       3.638004644350e-16       1.172909150134e-16      -1.468712155652e-17 
 1933       3.103828194409e-11       1.400296855891e-12      -2.308566885566e-12       5.999406567935e-15       3.629832465353e-16       1.173356409796e-16      -1.458555804521e-17 
 1934       3.103429992591e-11       1.394739360615e-12      -2.319803838016e-12       5.993005573061e-15       3.621681764118e-16       1.173703863345e-16      -1.448389740877e-17 
 1935       3.103103297247e-11       1.389092441451e-12      -2.330689904516e-12       5.986632036159e-15       3.613552469281e-16       1.173955694141e-16      -1.438222127529e-17 
 1936       3.102845240865e-11       1.383358024280e-12      -2.341219765647e-12       5.980285693254e-15       3.605444508838e-16       1.174116103795e-16      -1.428061160982e-17 
 1937       3.102652943368e-11       1.377538043712e-12      -2.351388083509e-12       5.973966278881e-15       3.597357810142e-16       1.174189312195e-16      -1.417915071479e-17 
 1938       3.102523512094e-11       1.371634443101e-12      -2.361189501699e-12       5.967673526081e-15       3.589292299902e-16       1.174179557528e-16      -1.407792123042e-17 
 1939       3.102454041778e-11       1.365649174556e-12      -2.370618645291e-12       5.961407166398e-15       3.581247904184e-16       1.174091096303e-16      -1.397700613519e-17 
